"","tweet_id","sentiment","author","content","gemini"
"2701",1957607620,"neutral","jtetsuya","All of a sudden I'm craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...","fun"
"2711",1957611008,"worry","TaratheDiva","I think i should go to sleep considering i hav to b up on 3hrs....","worry"
"2721",1957612640,"worry","wampykitty","@dean_b if I drive home now I think I am breaking the laws?  Tooooooo many dranks.  Toooooo many. I am stuck in MF burbank.","anger"
"2731",1957614755,"neutral","ilser6","@mikebthatsme ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*","anger"
"2741",1957616813,"worry","hippyhayley","so cold","sadness"
"2751",1957617858,"happiness","emma_BMTH","laughed so much today over that picture of lauren, that my chest hurts.","fun"
"2761",1957620391,"worry","amoorejones","Have been feeling very sick    had day off today... ARRRGH","anger"
"2771",1957623666,"worry","sk1995","Hear @jonasbrothers full album preview during todays webcast!  #jonasnewsongs NO WAYYY I couldn't 'tune in'","surprise"
"2781",1957625271,"worry","nadiaishere","Busy.. Busy.. Busy.. :S Wont be on Ning for few days.","neutral"
"2791",1957629160,"love","prasoonk","No http://twtvite.com/3koyqo #twtvite #aptw Have to miss this now because of other engagements","neutral"
"2801",1957630949,"sadness","Rohan_01","@HoneyJune k... i guess i cant help it.... byeee 4eva....  (m really sad)","sadness"
"2811",1957632896,"sadness","ChloeBell13","back at work  its too warm to be in here today!!!","boredom"
"2821",1957634550,"love","5rob","They changed the way Golden Gaytimes are made. They used to be awesome.","anger"
"2831",1957636726,"sadness","electromarkie","@rawrgoesaimee Ah bibisita ka kina GQ bukas o  sasama ka sa Rushers EB? I won't be able to visit Jumpstart tom coz I have something to do","neutral"
"2841",1957637615,"neutral","amandakara","@TimmyNess for cervical cancer, I have to get 2 more","sadness"
"2851",1957639281,"sadness","ChimeraX","Already 26.1c in our office. Can people melt? We're fighting for air con because fans just don't help, but can't find the budget","worry"
"2861",1957640805,"relief","ohhcarissa","Tucking myself in tonight  Mogwai on repeat","neutral"
"2871",1957642933,"sadness","MarkPower","@kathtrinder @samscam what's that? The sun? No sign here","neutral"
"2881",1957646585,"sadness","MegsEggs","It's too hot to be sat in an office!  I wanna be out in the sun shineeeee.","fun"
"2891",1957648426,"neutral","ArualSnikpoh","@Jewel_Lia Should have grabbed some on the way to work","neutral"
"2901",1957650618,"worry","Nessaspeaks","@wizofozgurl I think I'm going to be the only lame person to cry for Jay's last episode...lol... I wish I were able to go","sadness"
"2911",1957653553,"worry","Marquise21","@peacelovetylr Help i need the stalker police can you give me their number","worry"
"2921",1957655903,"worry","letronje","@nikhilbelsare exactly the same problem i am having with pure classical music, i cant njoy it","boredom"
"2931",1957657600,"neutral","piggybum","l need some more aussies !","surprise"
"2941",1957659322,"neutral","clarebearXD","emily is over tonight XD work experience is over. Jen I'm  going to miss seeing you like everyday","relief"
"2951",1957662946,"worry","MadisonKellyNYC","@iprmktg Haaay are those the Kettle black joints???  I have them in black!!! Super dope, just wished they came in gold!!!","fun"
"2971",1957666939,"surprise","aussyaa","Woke up and there was sun! And then it started to rain","surprise"
"2991",1957672425,"worry","Pica85","I don't know what this is all about  but I'm goin to sleep","neutral"
"3001",1957674180,"worry","blue_cat_online","[BBC] Malaria parasites becoming resistant to drugs  http://trunc.it/9yn5 ~ this is really not good as Malaria affects so many people","worry"
"3011",1957675512,"hate","LauraSmetsers","@robinlefeber Ojee! That sucks...","sadness"
"3021",1957677602,"sadness","corithmalin","What's worse than a fever and sore throat? Cancelling a trip to see your little bro because of a fever and sore throat.","sadness"
"3031",1957680374,"worry","ShaneSakata","@Danisidhe Wow - that's one deep sleep!  Wish I could sleep like that -one little noise and I'm awake","surprise"
"3041",1957682388,"surprise","Errric","@vmysterrr are you serious!? that bloooooows","anger"
"3051",1957686687,"neutral","theboinq","just wants to get it over and done with. I miss working","sadness"
"3061",1957690755,"worry","MzMonaLisa","@mhall214  youre not supposed to...","anger"
"3071",1957692870,"worry","LianneThompson","is house bound with acute mumps  bad times.... whole day ov supernatural me thinks  x","sadness"
"3081",1957696120,"worry","LydiaLovesU","why have 3 people stopped following me  is it something I said??","worry"
"3091",1957698081,"worry","Tink3rbell","Oh no  I wanted to go to sea but today the sun is not here!  SIGH!","sadness"
"3101",1957701215,"worry","Traacyy","i got a bruise on my foot out if nowhere!  it hurts!","sadness"
"3111",1957703036,"sadness","SamMlot","Nooo! I'm ill  Must Have Paracetamol! Nice weather today, though.","sadness"
"3121",1957705954,"relief","wolvojon","Back at work","neutral"
"3131",1957708971,"sadness","Becca_x_","Is going to miss Reemer for a couple of months now the tour is over","sadness"
"3141",1957711658,"worry","3Easy","@pete too early I'm afraid  op to take screw out week Tuesday. The family will going off, I'll me looking fir that Guinness ;)","neutral"
"3151",1957713231,"worry","RussellBfan90","@_hayles yer there must be-not sure tho-caught it off my brother but got it worse","worry"
"3161",1957714838,"sadness","PawPrintHrt","knee surgery.... back home for about 6 weeks","sadness"
"3171",1957718513,"sadness","mizsedz","@KINGmoney yep and its freezing, i hate winter  im literally wearing blackets","hate"
"3181",1957722183,"happiness","Ali_Gardiner","Looks like a beautiful day...and I am off work til Sunday, yay!! No bbq as yet though, gonna have to postpone my invitations","enthusiasm"
"3191",1957724787,"worry","PoppyGOESrawr","agh! freaking out about going to Wales already! &gt;&lt; not packed!!","anger"
"3201",1957726936,"worry","NorCalStang","Just watched hella home movies with my aunt and uncle. I miss the days where our whole family got along","sadness"
"3221",1957730135,"surprise","edziardo","@vibzfabz Hey, you change your twitter account, and you didn't even tell me...","surprise"
"3231",1957733849,"sadness","imthrowinaparty","Guitar lessons tomorrow. ( I have to wake up early again.","worry"
"3241",1957736515,"fun","kvegas911","@eljefe1401 oh, joy. We have the Elmo potty video too.","anger"
"3251",1957738949,"sadness","Memset_Martyn","Some of the figures quoted are so wildly optimistic, they are the stuff of science fiction.  A bit disapointed in CIBER and SABIP","anger"
"3261",1957741318,"enthusiasm","djcool_m","Anyone up this te of night? The tweets have slowed down  let me know ur out there and I'll follow u","neutral"
"3271",1957742855,"relief","MareikeMueller","Working on a newsletter but I'd say I've got a writer's block atm  - take a deep breath and get on with it, girl...","neutral"
"3281",1957744492,"fun","supercracko","I want to play parachute games.","enthusiasm"
"3291",1957745868,"hate","Sirvinya","What a gorgeous day!! And I'm going to be stuck in a lab for the next 9 hours or so","sadness"
"3301",1957748430,"neutral","Ediesedgwick83","@Sarahies this week has dragged a bit for me too  have an essay to write about the seaside then Im seeing eddie izzard tonight x","neutral"
"3311",1957752116,"worry","_algin_","aw! I'm gonna miss my old username... nick jonas, shontelle layne, and sean kingston replied to my OLD USERNAME!  I'm gonna start all over","sadness"
"3321",1957753845,"sadness","princes_beth","hm...still workin on my contract.hmm...i'm feelin awful..","sadness"
"3331",1957756693,"worry","amyherndon","it makes me  when i see people replying to people that are only after followers and would never reply back","anger"
"3341",1957759448,"worry","StaxxMcdouglas","On my way to work! I'm runnin late and I'm sooooo tired!","worry"
"3351",1957760580,"neutral","mattlingard","Moodle Intro training this morning... ages since i've done that... and only 2 bookings","neutral"
"3361",1957762573,"worry","benbenbenbenben","One of these days I'm going to delete something really important   Someone, please, restrict my access!","worry"
"3371",1958033549,"worry","CristaltheGreat","@ShomariW LOL. PR is AMERICA!!! LMAO!!! He dont like me... theres nothing I can do!","fun"
"3381",1958035297,"neutral","hopeless","Cashflow forecasts are fun but big red numbers aren't","fun"
"3391",1958037347,"sadness","Big_Pants","@Wiccawise21   We're idiots.  Ok mostly I was skint but hell I could've done something......","anger"
"3401",1958040810,"worry","kellyappleby","Im regretting the alcohol I consumed last night, MY HEAD","sadness"
"3411",1958042381,"worry","sausheong","In KL now took wrong turn after Sg Besi now jam in city center","worry"
"3421",1958045010,"neutral","Chappers67","@Damevegas am alive   but at work   finish at 1300   sun is out","neutral"
"3431",1958046204,"neutral","ggimmickgirl","It's cause you give me a reason to assume.  - http://tweet.sg","surprise"
"3441",1958048623,"worry","DoraShaunte","princess_I have to pack up my house today.. ButIneedhelp","worry"
"3451",1958050567,"sadness","DollyMarya","afaik A LITTLE SAD THAT CROCCOS IS NO LONGER AVAILABLE FOR SALSA WED NIGHTS. BUMMER!!!!IENJOYED GOING THERE WED NIGHTS.","sadness"
"3461",1958051997,"worry","stevecrowther","My cold now seems to me settling on my chest  worried I am sounding like a typical man with flu !","worry"
"3471",1958054210,"worry","maymaysun","is having brain blockage in musical thoughts","neutral"
"3481",1958056953,"worry","mrsfilan2","@filanfurball sorry bout 2day  bloody typical,goin 4 a laydown now feel sick again,ooo this not nice x","sadness"
"3491",1958058819,"hate","xlisamx","sick of having constant bad dreams  grr","anger"
"3501",1958061059,"sadness","QuizzicalDemon","It's a beautiful day outside today, shame I'm stuck in the office with the blinds shut to stop glare.","boredom"
"3511",1958064166,"worry","a5haman","So sick &gt;.&lt; feeling shitty whole body aching!! Hope I get well before boo boo's grad show   sighs.........","sadness"
"3521",1958066406,"neutral","asdosanjh","needs 1000 words for 502 part 2 .... then freedom ..... until another few assignments and exams","worry"
"3531",1958067852,"sadness","SParker09","@dannymasterson Miss you in that 70s show!!!!!!","neutral"
"3541",1958069756,"sadness","claire_berry","@sixjaw i can so sympathise with that","neutral"
"3551",1958072829,"relief","LilXavier","@hartluck Oooh but your not coming to Perth  that sucks but you still Rock!","surprise"
"3561",1958074722,"worry","tolranet","sigh, still SEOs are submitting their client sites with part or no contact information on, I really don't know how to make them read","worry"
"3571",1958076248,"sadness","Nad_d","i am living in ignorance  :@","sadness"
"3581",1958079779,"hate","Max_ElectroBoy","trying to draw some manga/anime for our new website ... very bad idea!   http://bit.ly/k6iOv","boredom"
"3591",1958082200,"sadness","mizsedz","i have the bigggest headache","sadness"
"3611",1958087218,"sadness","freeman1993","Have been rolling on the bed for the past 2 hours ... Still unable to sleep","sadness"
"3621",1958088905,"sadness","pink_soprano","@RedBaff I have popcorn and fruitcake now...but it's just not the same as Chocolate","sadness"
"3631",1958091165,"hate","SY94","don't want to go!!!","sadness"
"3641",1958092948,"neutral","rachyroo91","never did sleep last night  feeling horrible today, time to call work I thinks...","sadness"
"3651",1958094564,"neutral","cheeyanie","done washing our clothes.. i'm so tired..","sadness"
"3661",1958097082,"worry","annnabelleee","@MGChislett  Is there going to be any more TAI TV? Ah I hope so","surprise"
"3671",1958099201,"surprise","sausheong","@sengming learning tat the scenic way  din plan to go town but somehow was herded there?","neutral"
"3681",1958101472,"hate","eppsie","IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[","boredom"
"3691",1958103791,"worry","criticalhit","Oh man. I have been sick all night. I feel awful.","sadness"
"3701",1958106557,"neutral","Harry_Johnston","Work today","neutral"
"3711",1958109052,"sadness","nikitalikewoah","my head hurts","sadness"
"3721",1958110598,"worry","XercesdA","Mortified. could lose my job","anger"
"3731",1958113021,"worry","130587","bahhhh.. cold weather is making my teeth hurt.","sadness"
"3741",1958115243,"boredom","axely","im bored.. RC is goin maintenance","boredom"
"3751",1958117120,"sadness","ShikhaBirdie","Want 2 transfer my Naini trip pictures 2my comp so I can upload thm on web bt i dnt hv my USB  Snt few via multimedia @ 5 Rs/pic. Expnsiv!","neutral"
"3761",1958119401,"worry","kevlarhead","Really wish I could have gone to @bikeradar this weekend","sadness"
